matricule,serie_bac,wilaya_bac,moyenne_bac,sexe,english,french,his_geo,arabic_literature,maths,philosophy,physics,primary_module,islamic_science
32043607,N03,26,10.45,MASCULIN,11.0,8.5,8.5,11.5,10.5,8.0,9.5,8.5,18.5
31074885,N03,16,11.13,FEMININ,14.5,12.5,10.0,11.5,7.5,5.5,14.0,8.5,18.0
36023688,N03,23,10.16,FEMININ,4.5,5.5,10.5,8.0,10.0,8.0,13.0,10.0,14.5
39054665,N03,30,13.0,FEMININ,11.0,4.5,15.5,14.5,13.0,11.5,11.0,14.0,19.0
34042545,N03,25,10.83,FEMININ,7.0,6.0,12.5,10.5,12.0,9.5,7.5,13.0,14.5
34030051,N03,25,15.63,FEMININ,17.5,16.0,16.0,12.0,19.5,3.5,17.5,15.0,16.0
36052020,N03,41,17.24,FEMININ,16.0,13.5,16.5,18.0,17.0,14.5,19.5,17.0,19.0
34065660,N03,43,9.69,MASCULIN,11.5,8.5,10.5,9.5,10.0,4.5,11.0,6.5,15.0
33040308,N03,18,11.38,MASCULIN,13.5,9.0,12.5,14.0,5.0,13.5,12.5,11.5,13.0
38019326,N03,14,12.13,FEMININ,12.5,7.5,17.5,16.5,10.5,12.5,11.5,8.5,18.0
39059240,N03,30,11.49,FEMININ,6.5,9.5,11.0,13.0,12.5,6.0,14.0,11.5,9.5
37052141,N03,31,14.76,FEMININ,11.0,13.5,16.0,12.0,16.0,12.5,18.5,13.0,16.5
31013239,N03,15,12.39,FEMININ,14.5,14.5,12.5,13.0,8.0,9.0,11.0,13.0,16.0
36047541,N04,41,10.51,FEMININ,14.0,9.5,13.0,15.5,5.5,10.5,8.5,11.0,17.0
33031932,N03,18,12.87,FEMININ,12.5,9.5,14.0,18.0,16.0,12.5,11.0,8.5,15.0
32074189,N03,44,13.46,FEMININ,13.0,8.5,14.0,16.0,14.5,10.0,14.0,11.5,17.5
39052530,N03,30,10.65,FEMININ,6.5,1.5,13.5,13.0,11.0,6.0,14.0,10.0,11.0
36016109,N03,21,9.4,MASCULIN,10.0,8.5,10.5,13.0,7.5,2.0,9.5,8.0,15.5
34020538,N03,12,14.43,MASCULIN,16.0,8.5,14.5,14.5,15.0,13.5,16.5,12.5,16.5
38041840,N05,29,14.48,MASCULIN,16.0,10.5,15.5,12.0,12.5,10.5,15.0,17.0,17.5
37025238,N03,13,10.48,FEMININ,13.5,8.0,10.0,9.5,10.5,6.0,10.5,10.0,13.5
37001718,N03,1,9.41,FEMININ,9.0,6.0,9.5,6.0,9.5,12.5,13.5,4.5,16.5
31085714,N03,16,13.68,MASCULIN,12.5,11.0,14.0,15.0,15.0,10.0,15.0,11.0,18.5
36022521,N03,23,10.32,FEMININ,13.5,11.0,13.0,14.5,6.5,3.5,5.5,13.0,13.0
31059336,N03,16,14.7,MASCULIN,11.0,15.5,13.5,17.0,15.0,10.0,17.0,12.5,18.0
33000702,N03,6,9.06,FEMININ,10.0,17.5,8.5,8.0,10.5,3.0,6.0,7.0,13.0
37029256,N03,13,16.7,MASCULIN,18.5,15.5,16.5,15.5,19.0,10.0,19.0,14.5,18.5
31042024,N03,16,15.8,FEMININ,14.0,9.0,14.0,16.5,19.5,11.5,18.5,14.5,17.0
35064225,N03,19,10.97,FEMININ,12.0,9.5,15.5,12.0,12.0,5.5,8.5,11.0,10.5
37034143,N03,27,14.8,FEMININ,13.0,11.5,15.5,12.0,18.0,8.5,17.5,14.0,16.5
39051086,N04,30,9.56,MASCULIN,8.0,6.0,14.0,8.0,9.0,5.5,10.5,7.0,14.0
38036588,N03,22,10.68,FEMININ,8.5,6.0,11.0,12.5,12.0,5.5,12.0,9.5,12.5
37067639,N03,48,9.0,FEMININ,13.0,8.0,11.0,14.0,6.5,4.0,8.5,8.0,8.5
34040806,N03,25,10.07,FEMININ,4.0,6.5,13.5,8.0,17.5,5.5,8.5,8.5,9.5
37001006,N03,1,9.1,FEMININ,5.0,5.5,12.0,10.0,6.5,12.0,9.5,7.0,16.5
36026991,N03,23,12.98,FEMININ,14.0,9.5,17.0,15.5,11.0,12.5,10.0,12.5,18.5
34043633,N03,25,10.42,FEMININ,18.5,12.5,10.5,12.5,8.0,4.5,3.5,12.5,15.5
33029415,N03,18,14.62,MASCULIN,16.5,15.5,13.5,12.5,18.0,7.0,15.5,13.5,15.0
35008465,N03,5,12.1,FEMININ,15.0,11.0,14.0,11.0,10.0,7.5,13.5,12.0,14.0
37043867,N05,31,11.2,MASCULIN,11.0,9.5,4.0,13.5,7.5,0.5,9.5,19.5,10.5
31065755,N03,16,14.73,MASCULIN,14.0,9.0,14.0,12.5,16.5,10.5,17.5,14.5,17.0
36042470,N03,36,9.25,MASCULIN,4.5,6.5,12.0,11.0,9.0,3.5,10.0,8.5,13.0
33046903,N03,34,9.55,MASCULIN,9.5,10.0,9.5,11.5,9.5,3.5,6.0,11.0,12.0
36042075,N05,36,16.95,MASCULIN,9.5,6.5,18.5,12.5,19.0,13.0,19.5,19.5,20.0
38015989,N04,14,12.77,FEMININ,15.0,12.0,13.0,14.5,11.0,10.5,14.0,8.5,17.5
35014394,N03,5,9.47,FEMININ,13.0,7.5,13.5,15.0,2.5,10.0,6.0,9.0,18.5
32045018,N03,26,11.06,MASCULIN,12.5,11.0,10.5,10.0,11.0,9.5,10.5,11.5,10.0
34035985,N03,25,9.87,FEMININ,5.0,10.0,13.0,13.0,6.0,8.0,7.0,11.0,18.0
36041891,N03,36,16.37,FEMININ,12.0,12.5,14.0,10.5,19.5,16.5,19.0,16.5,19.5
38059517,N05,38,10.55,FEMININ,3.5,9.0,12.5,9.5,9.0,9.0,10.0,13.0,14.5
32033457,N03,9,10.27,MASCULIN,8.5,7.0,8.5,7.5,13.0,9.5,10.5,9.5,12.5
38037170,N03,22,16.91,FEMININ,18.0,10.5,16.0,18.5,18.5,17.0,18.5,14.5,19.0
37088539,N03,48,16.34,FEMININ,15.5,14.0,13.5,17.5,19.0,13.0,19.0,14.5,16.5
36006346,N03,21,11.66,FEMININ,9.0,5.5,13.5,17.0,12.0,11.5,9.0,9.5,19.0
35007991,N03,5,11.57,MASCULIN,3.5,7.0,13.0,14.5,15.5,6.0,13.5,9.5,11.5
31021026,N03,15,15.61,FEMININ,16.5,17.0,15.5,15.5,17.5,12.5,14.5,13.0,17.5
31077205,N05,16,12.57,MASCULIN,5.5,9.0,13.0,11.0,12.5,2.5,12.5,17.0,17.5
31016611,N03,15,10.43,MASCULIN,15.0,17.5,16.5,4.0,12.5,3.0,6.5,10.0,7.5
38063333,N03,45,9.03,MASCULIN,4.5,2.5,11.0,12.0,6.5,11.0,7.0,9.0,18.0
35046431,N03,19,17.21,FEMININ,16.5,15.5,16.5,14.5,19.0,13.0,19.5,16.5,19.5
33000576,N03,6,11.38,MASCULIN,16.5,15.0,11.0,13.0,14.5,3.0,10.5,7.0,13.0
31041096,N03,16,9.05,FEMININ,13.0,9.5,11.0,13.0,6.5,6.0,5.0,8.5,18.0
38000864,N03,8,15.5,MASCULIN,15.0,9.0,14.0,17.0,16.0,14.5,18.0,14.0,18.5
31066223,N03,16,15.45,FEMININ,14.0,14.0,17.5,16.0,19.5,9.5,17.5,12.5,15.0
37019708,N03,13,12.22,FEMININ,5.5,6.0,11.5,15.5,15.0,9.0,11.0,12.5,16.5
36024333,N03,23,10.15,MASCULIN,18.0,14.5,9.0,16.5,6.5,5.5,2.5,12.5,13.5
34056644,N03,40,15.63,MASCULIN,15.0,13.5,16.5,16.5,14.0,11.0,19.5,14.0,18.0
37011749,N04,13,9.28,MASCULIN,8.0,10.0,6.5,6.0,12.0,4.0,11.5,6.0,4.5
36025434,N03,23,11.48,MASCULIN,8.5,9.0,11.5,13.0,9.5,9.0,10.0,12.5,18.5
37002028,N03,1,11.43,FEMININ,10.0,10.5,9.5,14.5,10.5,8.5,10.0,11.5,17.0
38040947,N03,22,12.0,FEMININ,15.0,10.5,14.0,12.5,15.0,5.0,11.5,8.0,17.0
39054377,N03,30,10.63,FEMININ,6.0,5.5,11.0,13.0,11.5,5.0,11.0,10.0,16.5
37035449,N03,27,11.12,FEMININ,5.0,7.0,13.0,14.5,14.5,8.0,12.0,6.5,18.0
38007437,N03,8,10.95,FEMININ,15.0,11.0,15.0,14.5,9.0,4.5,7.0,10.5,15.5
38037607,N03,22,11.46,FEMININ,6.5,9.0,12.5,12.0,13.0,4.5,10.5,11.5,18.5
36028041,N03,23,13.12,FEMININ,15.5,12.5,11.0,16.0,17.0,6.5,16.0,7.5,12.5
37078155,N03,37,9.45,FEMININ,5.0,8.0,12.5,11.0,9.0,4.5,9.0,9.5,13.0
31060694,N04,16,14.46,MASCULIN,16.5,17.5,15.0,8.0,17.0,8.0,19.0,9.5,7.5
32016592,N03,9,13.71,FEMININ,7.5,11.0,15.0,16.5,12.0,14.0,16.5,13.0,16.5
36008394,N03,21,13.71,FEMININ,15.5,16.0,12.0,16.5,16.5,11.0,13.5,8.0,18.5
39047624,N03,30,11.86,MASCULIN,10.5,10.0,11.0,14.0,10.5,5.0,12.0,13.0,16.0
31028045,N03,35,10.35,FEMININ,4.0,5.5,10.5,9.5,5.0,13.0,10.5,14.5,17.0
38028859,N03,20,15.48,FEMININ,14.5,17.0,16.0,17.5,12.5,16.0,16.5,13.5,19.5
33030663,N04,10,14.18,MASCULIN,3.5,8.5,13.0,15.5,18.0,7.5,17.0,11.5,15.0
35053241,N03,19,12.16,FEMININ,10.5,12.5,13.0,11.0,15.5,2.5,12.5,11.0,17.5
39072373,N03,39,14.59,MASCULIN,12.0,10.5,15.5,14.0,17.0,14.0,16.0,13.0,14.5
36004730,N03,21,12.25,FEMININ,15.0,16.0,13.5,15.5,11.0,8.0,10.5,9.0,18.0
39003718,N05,3,10.8,MASCULIN,5.5,5.5,14.5,10.5,4.5,8.5,13.0,15.0,14.5
33037693,N03,18,11.57,FEMININ,13.0,11.0,13.5,16.0,9.5,10.0,9.5,9.5,16.5
34040249,N05,25,10.9,MASCULIN,12.5,11.5,11.0,5.5,7.0,4.0,15.5,11.5,15.0
34067420,N03,43,9.97,MASCULIN,14.5,11.5,8.5,11.0,7.0,4.0,11.0,8.0,16.0
31078531,N05,16,11.35,FEMININ,14.0,11.5,8.5,10.0,8.0,2.5,10.5,16.0,15.0
38054995,N03,32,10.48,FEMININ,7.0,4.5,10.5,14.5,6.0,7.5,11.5,12.0,17.0
37039499,N05,31,12.21,MASCULIN,9.0,15.5,9.0,8.0,8.5,5.0,12.5,20.0,8.5
31088128,N03,16,9.48,MASCULIN,15.5,13.5,10.5,11.0,10.0,6.5,7.5,4.0,15.5
32009094,N03,2,11.97,FEMININ,7.5,10.0,14.0,9.5,12.0,13.5,14.5,9.5,16.0
35035674,N03,7,9.8,FEMININ,5.5,8.0,11.0,11.0,8.5,6.0,9.0,11.5,12.0
31042162,N03,35,14.68,FEMININ,15.5,16.0,15.0,13.0,15.5,10.5,16.0,14.0,15.5
35073360,N05,28,10.8,MASCULIN,10.0,10.5,8.0,15.5,9.0,6.5,12.0,9.5,14.5
34063558,N03,43,9.06,FEMININ,6.0,2.5,7.5,8.0,10.0,6.0,10.0,10.0,13.0
31078185,N03,16,14.52,FEMININ,13.0,15.0,16.0,16.5,14.5,13.0,13.0,14.5,16.5
34026581,N03,12,15.91,FEMININ,11.5,15.5,17.5,17.5,16.0,8.5,18.0,16.0,18.5
37071267,N03,48,15.99,FEMININ,16.5,13.0,14.0,17.5,13.0,15.0,17.0,18.0,18.5
38065662,N03,45,11.28,FEMININ,12.5,11.0,16.0,11.0,7.5,13.0,12.5,8.5,17.0
32021734,N04,9,10.08,MASCULIN,5.0,5.5,10.5,14.0,10.0,11.0,10.5,5.0,12.0
35015475,N03,5,9.96,FEMININ,7.5,7.5,13.0,13.5,10.0,13.5,7.0,6.0,17.5
32045569,N03,26,11.63,FEMININ,5.0,6.0,13.0,12.0,11.0,15.0,10.5,13.5,13.5
34071007,N03,43,11.81,FEMININ,7.5,8.0,10.5,13.0,10.5,10.0,10.5,13.5,19.0
31070427,N03,16,16.72,FEMININ,15.0,16.0,15.5,17.0,18.0,12.5,19.0,16.0,17.5
38011373,N03,14,11.26,FEMININ,11.5,9.0,16.5,17.0,7.0,5.0,7.0,13.5,16.5
31024785,N03,35,10.35,MASCULIN,6.5,11.5,8.5,9.0,8.5,5.5,11.5,14.0,9.5
36017981,N03,23,13.53,FEMININ,16.0,15.5,15.0,14.0,11.5,8.5,12.0,13.5,18.0
31074475,N03,16,13.78,MASCULIN,17.0,14.5,13.5,17.0,16.0,4.5,12.5,11.0,18.0
39072535,N03,39,10.57,FEMININ,7.5,5.0,13.0,16.0,7.5,9.0,10.0,10.5,19.5
37032155,N05,27,14.7,FEMININ,3.5,7.5,17.0,12.5,16.5,9.5,17.5,17.5,15.0
38026868,N04,20,9.88,FEMININ,5.5,7.0,10.5,18.0,8.0,10.5,8.5,6.5,13.0
32014664,N05,2,14.38,MASCULIN,10.5,15.5,16.0,14.5,13.0,7.5,14.5,16.5,16.0
38041673,N05,29,10.06,FEMININ,12.0,8.0,10.5,16.5,3.0,12.0,4.0,15.0,15.5
35011580,N03,5,11.43,FEMININ,13.5,13.5,15.0,13.0,7.5,4.5,9.5,12.5,16.5
36030765,N03,24,15.37,FEMININ,14.5,13.0,16.0,16.5,12.5,8.5,19.0,15.5,18.5
33045042,N03,34,10.3,FEMININ,8.0,12.0,17.0,9.5,4.5,15.5,3.0,15.0,15.0
35012651,N03,5,11.85,FEMININ,9.5,8.0,16.5,13.0,11.5,11.0,9.5,9.0,18.0
38058947,N03,29,9.85,FEMININ,5.0,10.0,6.5,13.0,15.5,6.0,7.5,7.0,12.5
33050528,N03,34,9.4,FEMININ,7.5,11.5,12.5,14.0,5.5,4.0,8.0,10.5,14.5
31085466,N03,16,10.23,FEMININ,8.5,9.5,9.5,9.5,8.0,6.0,10.5,12.5,12.5
39094452,N03,47,10.18,FEMININ,8.5,7.5,13.5,12.5,4.5,12.5,6.5,12.5,17.5
34080058,N03,43,13.88,FEMININ,14.0,12.5,7.0,14.5,15.5,7.0,17.5,12.5,19.0
35058540,N05,19,11.95,FEMININ,9.0,4.5,11.5,13.0,13.0,4.5,15.0,11.0,17.0
32021866,N05,9,16.81,MASCULIN,16.0,11.5,14.0,11.5,19.0,9.5,19.0,20.0,16.5
33047950,N03,34,9.7,FEMININ,3.0,6.0,9.0,13.5,14.5,6.0,10.0,7.0,9.5
31016480,N03,15,15.23,FEMININ,17.5,15.0,14.0,16.5,16.0,11.5,15.5,12.0,20.0
34052056,N03,25,13.97,MASCULIN,9.5,7.5,11.0,12.0,17.5,12.5,18.5,12.0,18.0
35004699,N03,5,9.61,FEMININ,4.0,10.0,12.0,11.5,10.0,8.0,5.0,10.0,16.0
34002860,N03,4,15.9,FEMININ,13.0,11.0,18.0,16.0,20.0,13.0,17.0,13.5,16.5
34036147,N03,25,10.7,MASCULIN,6.0,7.0,13.5,7.5,11.0,3.5,14.5,10.5,14.5
33047658,N03,34,9.16,FEMININ,4.0,3.5,8.5,7.5,10.5,4.5,11.0,8.5,17.0
34035575,N03,25,11.57,MASCULIN,6.0,11.0,10.5,17.5,10.0,5.5,15.5,7.5,18.0
32060040,N03,42,12.13,FEMININ,5.0,7.5,14.0,14.0,11.5,8.5,12.0,14.0,16.5
31083335,N05,16,11.97,MASCULIN,13.5,16.0,13.0,11.0,4.5,6.0,10.5,17.0,19.5
32059196,N03,44,9.68,FEMININ,3.5,6.0,12.0,12.0,3.5,6.5,10.5,12.5,17.5
32027243,N03,9,11.28,MASCULIN,6.0,7.0,11.5,6.5,9.5,10.0,14.5,14.0,13.5
33022139,N05,10,11.21,MASCULIN,5.5,8.5,7.5,7.0,10.0,3.5,11.5,19.0,9.0
32016277,N03,9,13.73,FEMININ,13.5,9.5,14.5,11.5,15.5,12.5,13.0,13.5,18.0
32004354,N05,2,16.27,FEMININ,12.0,11.5,17.0,12.0,19.0,10.5,17.0,18.5,18.5
37000959,N03,1,10.51,MASCULIN,7.0,8.0,8.5,14.0,12.0,3.5,13.5,6.5,16.5
33047192,N04,34,13.83,FEMININ,12.5,9.5,14.5,12.5,17.0,6.5,14.5,15.0,11.0
33035141,N03,18,15.55,FEMININ,13.5,10.0,17.0,18.0,19.0,13.5,17.5,11.0,19.0
31070123,N03,16,17.19,FEMININ,18.0,15.5,18.5,18.0,15.5,16.0,18.0,17.0,19.5
34066301,N03,43,16.17,FEMININ,13.5,13.5,16.5,13.0,17.5,15.0,18.5,15.5,20.0
34037962,N03,25,12.36,FEMININ,7.5,9.0,11.5,6.5,16.0,4.0,16.0,12.5,17.0
38008096,N05,14,14.8,MASCULIN,11.5,10.5,10.0,13.0,14.0,8.0,16.0,19.5,17.0
34033498,N03,25,17.77,MASCULIN,17.0,16.5,14.5,15.5,20.0,15.0,19.5,17.5,19.0
32072224,N03,44,9.77,FEMININ,6.5,6.5,12.5,15.5,7.0,11.5,6.0,11.0,11.5
31032644,N03,35,13.82,FEMININ,8.0,10.5,17.5,15.0,18.0,8.5,15.5,9.5,19.5
31008340,N05,15,9.61,FEMININ,11.5,12.0,11.5,12.5,7.0,3.5,6.0,13.0,14.5
39067660,N03,39,13.57,FEMININ,8.0,6.0,12.5,13.5,11.0,11.0,16.5,16.5,18.5
39065374,N03,39,10.17,FEMININ,3.0,4.0,13.0,10.5,8.0,11.5,10.5,13.0,11.5
35016975,N03,5,11.37,FEMININ,6.0,9.0,14.5,16.0,9.5,7.5,7.5,13.0,18.5
37014465,N03,13,11.38,MASCULIN,9.5,10.0,12.5,10.5,12.5,7.5,9.5,11.5,16.0
37057736,N03,31,13.4,MASCULIN,11.5,12.5,14.0,13.0,15.5,12.5,13.5,10.5,17.5
35024399,N03,5,15.53,FEMININ,12.0,15.0,18.0,14.0,17.5,7.0,19.5,13.0,19.0
32039935,N03,26,11.92,FEMININ,12.5,11.0,12.5,14.0,11.0,7.0,12.5,11.0,13.5
37025044,N03,13,12.17,MASCULIN,6.0,5.5,10.0,10.5,16.0,12.5,11.5,12.0,19.0
35046495,N03,19,11.23,FEMININ,9.0,14.5,13.0,13.5,8.5,5.5,14.5,7.0,18.5
36009022,N03,21,15.36,FEMININ,11.5,10.0,14.5,18.0,19.0,16.0,16.0,12.5,17.0
37012618,N03,13,10.69,MASCULIN,7.5,5.0,13.0,5.0,11.5,5.5,12.0,12.5,16.5
34001251,N03,4,9.08,FEMININ,13.5,7.5,12.5,6.0,10.0,5.0,8.5,6.5,13.0
35087362,N03,28,9.79,MASCULIN,4.5,2.0,12.0,12.0,12.5,4.5,11.0,10.0,7.5
34010232,N03,4,12.45,MASCULIN,7.5,7.5,14.0,14.5,15.0,5.5,11.5,13.0,15.5
31084758,N03,16,10.31,MASCULIN,11.5,13.5,8.5,15.0,10.0,7.0,10.0,6.5,14.0
37001204,N03,1,12.44,FEMININ,6.0,6.5,15.0,14.0,15.0,11.5,10.0,13.5,14.5
33001992,N03,6,14.38,FEMININ,10.5,14.5,16.0,11.0,15.5,4.5,15.5,16.5,18.5
36024992,N03,23,12.18,FEMININ,10.0,8.5,12.0,14.5,9.0,11.5,11.0,15.5,14.0
31049149,N03,16,10.47,MASCULIN,13.5,9.5,9.0,12.5,11.0,2.0,6.5,13.0,12.0
39050836,N03,30,9.54,MASCULIN,12.0,11.0,10.5,13.5,3.0,7.0,9.0,9.0,16.0
31075321,N03,16,15.27,FEMININ,16.0,15.0,12.5,12.0,18.5,11.5,19.5,11.0,19.0
35009914,N03,5,9.15,FEMININ,4.0,9.0,6.0,13.5,9.0,6.0,6.5,10.0,14.0
34038578,N03,25,9.52,FEMININ,17.0,14.5,17.5,13.0,3.5,9.0,4.5,7.5,15.5
34030291,N03,12,15.78,FEMININ,16.0,11.5,11.5,16.5,16.5,15.0,17.0,15.0,19.5
31098059,N03,16,15.3,MASCULIN,17.5,12.5,10.0,16.0,19.5,7.5,18.0,13.5,15.0
35039236,N03,7,11.0,MASCULIN,3.5,5.0,13.0,14.0,11.5,13.5,12.5,8.0,15.0
38050488,N03,29,14.76,FEMININ,10.0,11.0,16.0,15.0,13.5,12.5,18.5,15.5,15.5
31015944,N04,15,17.49,MASCULIN,15.0,12.5,17.0,17.5,19.5,14.5,19.5,15.0,17.0
31043474,N03,16,13.07,MASCULIN,4.0,5.0,16.0,15.5,17.0,6.0,12.0,14.0,18.0
38009716,N04,14,10.93,FEMININ,6.0,7.5,10.0,9.0,13.0,11.0,12.5,8.0,14.0
34071742,N05,43,12.42,FEMININ,8.5,5.5,9.5,12.5,14.5,4.5,14.5,12.0,19.5
35064624,N03,19,14.3,FEMININ,13.0,13.5,15.0,9.5,19.5,3.5,17.5,11.5,18.5
37025919,N03,13,14.57,FEMININ,17.0,13.0,16.0,10.5,15.5,6.5,16.0,15.0,17.0
35051851,N03,19,13.5,MASCULIN,12.0,12.5,11.5,14.0,14.5,5.5,15.5,12.5,18.5
39050689,N03,30,13.41,FEMININ,15.5,12.0,13.0,15.5,12.5,7.0,13.5,12.5,18.5
32006387,N05,2,11.08,MASCULIN,2.0,2.5,12.5,4.5,11.0,11.5,12.0,16.5,12.0
37023284,N03,13,11.05,MASCULIN,13.0,13.0,16.0,15.5,6.5,6.0,9.5,8.5,19.0
38007125,N03,8,13.52,MASCULIN,8.0,11.0,15.5,18.5,13.0,14.5,13.5,11.5,18.5
31087390,N04,16,10.29,MASCULIN,13.0,13.0,7.0,13.0,11.0,3.5,8.5,7.0,12.5
33039183,N03,18,11.64,FEMININ,8.5,7.5,13.5,13.0,13.0,8.0,9.0,12.5,16.5
31053748,N03,16,12.18,FEMININ,8.0,5.0,10.5,7.0,16.5,5.5,15.5,12.5,16.5
34004262,N03,4,11.82,FEMININ,8.5,11.0,15.5,11.0,9.5,10.0,13.0,10.5,18.0
32051477,N05,42,9.55,FEMININ,9.5,11.0,13.5,7.5,6.5,5.0,7.5,12.5,13.0
35049238,N03,19,13.66,MASCULIN,14.5,11.5,13.5,9.0,18.5,12.5,11.5,13.0,17.0
38042157,N03,22,11.58,FEMININ,13.5,7.0,10.0,15.5,11.5,4.5,10.5,12.0,15.0
32060220,N03,42,14.53,FEMININ,6.0,12.0,12.5,16.5,17.5,7.5,15.5,15.5,19.0
31066461,N03,16,9.3,MASCULIN,10.0,8.5,9.5,8.0,6.5,2.5,9.5,11.5,14.0
32021748,N04,9,15.55,FEMININ,9.5,13.5,16.0,11.5,17.5,16.0,17.5,12.5,17.5
37017808,N04,13,10.19,FEMININ,15.0,11.5,11.5,7.5,12.0,4.5,6.0,11.5,17.0
31011536,N05,15,12.3,FEMININ,8.0,18.5,17.5,17.5,12.0,17.5,11.5,11.5,13.5
32038833,N04,26,13.79,MASCULIN,10.0,12.5,16.0,13.0,12.0,10.0,16.5,11.5,19.5
37031787,N05,27,14.0,MASCULIN,5.0,8.0,9.5,9.0,17.0,7.5,13.0,20.0,18.0
33007364,N03,6,12.1,MASCULIN,13.5,15.5,7.0,11.0,14.0,5.0,18.5,9.0,6.5
39005026,N03,3,14.73,FEMININ,7.0,10.5,14.5,17.5,17.5,11.0,13.0,16.0,18.0
34052148,N03,40,9.62,FEMININ,6.0,8.5,8.5,8.0,7.5,7.5,10.5,11.0,14.0
36018969,N03,23,16.33,FEMININ,17.0,17.0,16.0,18.0,18.5,5.0,19.5,14.0,17.0
32059966,N03,44,9.25,FEMININ,2.5,3.5,16.0,12.0,4.5,7.0,7.0,12.0,18.0
36049731,N03,36,15.57,MASCULIN,17.5,12.0,17.0,16.0,15.0,13.5,16.5,14.0,19.0
37062064,N03,46,13.14,FEMININ,9.5,13.0,16.0,17.0,9.5,10.5,15.0,12.0,17.0
31041201,N03,16,12.31,FEMININ,13.0,8.5,13.0,11.5,14.0,6.5,12.5,11.0,18.0
38016810,N03,14,14.34,FEMININ,9.0,7.5,15.0,13.5,17.5,6.5,17.0,14.0,19.5
31060097,N03,16,13.48,FEMININ,13.5,15.0,10.5,9.5,14.5,8.0,14.0,15.5,16.0
31076005,N04,16,14.56,FEMININ,17.0,15.5,16.0,14.5,12.0,7.5,16.0,14.0,20.0
35033788,N03,7,11.38,FEMININ,12.0,11.0,10.0,14.0,11.0,8.5,8.5,11.0,16.5
37048698,N03,31,9.72,MASCULIN,3.5,10.5,8.0,10.5,12.5,3.0,11.5,9.5,7.0
32039787,N03,26,11.62,MASCULIN,4.5,7.0,7.5,13.5,11.5,11.5,10.5,14.0,16.5
37016404,N03,13,15.68,FEMININ,12.0,17.0,15.5,14.5,18.0,12.0,16.5,14.0,19.5
31034244,N04,35,10.66,FEMININ,7.0,9.0,9.0,11.0,12.0,7.0,12.0,4.0,11.0
32059220,N04,42,14.83,FEMININ,19.0,14.0,14.0,16.5,13.0,11.5,15.0,14.0,17.5
34032654,N03,25,16.6,FEMININ,14.5,16.5,19.0,13.5,20.0,9.5,19.5,14.0,19.5
31014635,N03,15,11.98,FEMININ,10.5,11.5,15.0,8.0,10.0,10.0,15.5,9.5,13.5
32014367,N04,2,11.03,MASCULIN,12.0,10.0,9.0,14.0,7.5,6.0,15.5,4.5,15.0
37028972,N03,13,14.2,MASCULIN,15.0,9.5,13.5,17.0,16.0,11.0,16.0,10.5,17.0
31098120,N03,16,9.53,FEMININ,8.0,10.0,13.0,14.5,7.5,2.5,5.0,9.5,19.0
31056733,N03,16,9.83,MASCULIN,6.5,7.5,9.0,13.5,11.0,4.0,8.5,9.0,14.5
31049140,N03,16,11.47,FEMININ,10.5,7.5,11.5,16.0,14.0,4.5,10.0,8.5,19.0
36034840,N05,24,15.83,FEMININ,15.0,11.5,14.5,17.0,16.5,10.5,17.5,15.5,18.0
37012965,N04,13,11.24,MASCULIN,10.0,12.0,7.0,11.5,12.5,12.0,11.5,10.5,7.0
35062458,N04,19,13.38,FEMININ,3.0,5.0,13.0,16.0,15.5,8.5,16.0,11.0,18.0
32037105,N03,9,16.48,FEMININ,16.5,12.5,17.5,17.0,19.0,13.5,15.0,16.0,19.5
37045144,N03,31,10.92,MASCULIN,11.5,13.5,8.0,11.5,13.5,5.5,10.5,9.5,9.5
33035260,N03,18,15.82,FEMININ,16.5,15.0,13.5,12.0,19.0,13.0,19.0,13.0,18.0
32018170,N03,9,11.25,FEMININ,12.0,14.5,10.5,15.5,12.0,12.0,5.5,11.5,10.0
32058875,N03,42,10.27,FEMININ,14.0,10.0,10.0,14.0,7.5,6.0,11.5,9.0,10.0
37072673,N03,46,12.67,FEMININ,10.5,8.0,14.0,13.5,15.5,6.0,14.0,11.0,15.5
31038756,N03,16,11.84,FEMININ,8.5,13.5,15.0,11.0,10.0,10.5,11.5,12.0,18.0
31020584,N03,15,14.78,FEMININ,11.0,15.0,16.5,8.5,18.0,5.0,19.0,13.0,19.0
35009616,N03,5,11.3,FEMININ,6.0,8.5,12.0,16.5,10.0,10.5,8.5,11.0,19.0
37012937,N04,13,14.41,FEMININ,13.5,13.5,15.5,16.0,14.0,7.5,15.5,10.5,19.0
38011365,N03,14,14.47,FEMININ,15.5,15.5,19.0,18.0,11.0,11.0,14.5,12.0,20.0
38014769,N03,14,13.52,FEMININ,11.5,10.5,18.5,15.0,17.0,9.5,11.5,11.5,17.5
34014451,N03,12,9.15,MASCULIN,5.0,8.0,10.5,10.5,4.5,9.0,12.5,10.5,6.5
37073794,N03,46,14.33,FEMININ,11.0,11.0,16.5,17.0,12.0,14.5,13.5,15.0,18.5
36052749,N05,41,14.98,FEMININ,10.5,10.5,13.0,14.0,17.0,5.0,16.5,17.0,17.5
31093123,N03,16,15.87,FEMININ,16.0,14.0,15.0,14.0,17.5,8.5,19.0,14.5,20.0
31053673,N03,16,14.93,FEMININ,18.0,14.5,16.5,10.5,16.0,14.0,15.5,13.0,18.5
